858173,1
858174,110871
969045,1
969046,1007
970053,2
970055,-967080
2975,950060
953035,4
953039,17020
970059,-17005
953054,15996
969050,-15998
953052,1
953053,2
953055,1
953056,-22
953034,4
953038,19611
972649,-168283
804366,-802362
2004,160
2164,-6
2158,819
2977,961931
964908,-962905
2003,99
2102,77
2179,-829
1350,954682
956032,13
956045,5
956050,8918
964968,-962996
1972,30
2002,1840
3842,790566
794408,-4
794404,-33
794371,-522
793849,162187
956036,79
956115,-1475
954640,15414
970054,-4103
965951,4105
970056,-965883
4173,1
4174,789650
793824,1
793825,162239
956064,6063
962127,-168279
793848,10505
804353,151691
956044,4
956048,8861
964909,-160539
804370,151676
956046,25
956071,-28
956043,63
956106,-69
956037,104
956141,-151804
804337,151701
956038,8873
964911,-8869
956042,1498
957540,-1506
956034,36
956070,-37
956033,101
956134,-14944
941190,14857
956047,8894
964941,-8875
956066,5444
961510,-5470
956040,-5
956035,86
956121,-7817
948304,7801
956105,1592
957697,-159
957538,-1435
956103,-47
956056,53
956109,144
956253,-212
956041,8
956049,8878
964927,-8804
956123,-64
956059,8863
964922,-8811
956111,170
956281,-952134
4147,790258
794405,161713
956118,4
956122,-8162
947960,8332
956292,8653
964945,-8841
956104,1587
957691,-953516
4175,789670
793845,1
793846,-789670
4176,789668
793844,162236
956080,21
956101,39
956140,-151819
804321,-10498
793823,-789646
4177,951862
956039,18
956057,6701
962758,-165765
796993,159092
956085,3427
959512,-3447
956065,6076
962141,-157815
804326,-10508
793818,162312
956130,-9489
946641,8039
954680,-150349
804331,151743
956074,55
956129,-9523
946606,-942428
4178,789644
793822,163717
957539,-160547
796992,-3171
793821,167201
961022,-1499
959523,-955344
4179,1
4180,789663
793843,162208
956051,7561
963612,-7550
956062,6264
962326,-168506
793820,-791658
2162,961465
963627,-961462
2165,953977
956142,-951961
4181,789638
793819,10511
804330,-802178
2152,1
2153,802188
804341,-10527
793814,-792522
1292,-207
1085,274
1359,793047
794406,-791430
2976,961980
964956,-961377
3579,1
3580,1
3581,800787
804368,-9959
794409,170554
964963,-962975
1988,159
2147,962814
964961,-961965
2996,1
2997,-1010
1987,962982
964969,-962825
2144,-171
1973,177
2150,-173
1977,168
2145,962812
964957,-962956
2001,977
2978,-836
2142,1
2143,-7
2136,959250
961386,-959410
1976,961625
963601,-961464
2137,-127
2010,121
2131,-148
1983,163
2146,961480
963626,-961475
2151,802182
804333,-7342
796991,7331
804322,28
804350,-7356
796994,7333
804327,96
804423,-59
804364,160542
964906,-167911
796995,-795009
1986,802361
804347,-31
804316,-9909
794407,169199
963606,-961610
1996,-2
1994,802355
804349,5
804354,76
804430,-92
804338,17
804355,-802997
1358,758
2116,-1035
1081,270
1351,766
2117,-763
1354,764
2118,10
2128,953925
956053,7382
963435,-159075
804360,153177
957537,-1465
956072,4924
960996,-4907
956089,-151771
804318,151817
956135,-52
956083,3566
959649,-155278
804371,159250
963621,-7539
956082,2
956084,14
956098,-951916
4182,951881
956063,50
956113,-151788
804325,151808
